C*******************************************************************************
C
C                  INTEGRATED WATER FLOW MODEL (IWFM)
C
C*******************************************************************************
C
C                           STRATIGRAPHY FILE
C                         Discretization Component
C                           *** Version 4.0 ***
C
C
C             Project:  SVSim: Sacramento Valley Groundwater-Surface Water Simulation Model
C             Filename: SVSim_Stratigraphy.dat
C             Version:  SVSim Version 1.0
C
C
C***********************************************************************
C  Sacramento Valley Groundwater-Surface Water Simulation Model(SVSim)
C  Copyright (C) 2019  
C  State of California, Department of Water Resources 
C
C  This model is free. You can redistribute it and/or modify it 
C  under the terms of the GNU General Public License as published 
C  by the Free Software Foundation; either version 2 of the License, 
C  or (at your option) any later version.
C
C  This model is distributed WITHOUT ANY WARRANTY; without even 
C  the implied warranty of MERCHANTABILITY or FITNESS FOR A 
C  PARTICULAR PURPOSE.  See the GNU General Public License for 
C  more details. (http://www.gnu.org/licenses/gpl.html)
C
C  The GNU General Public License is available from the Free Software
C  Foundation, Inc., 59 Temple Place - Suite 330, Boston, MA  02111-1307, USA.
C
C  For tecnical support, e-mail: IWFMtechsupport@water.ca.gov 
C
C
C  Principal Contact:
C    Chris Bonds, PG, CHg, Senior Engineering Geologist, DWR
C    (916) 657-1758, Chris.Bonds@water.ca.gov
C
C  Future Water Supply Program Contact:		
C    Linda Bond, PG, Engineering Geologist, DWR
C    (916) 651-9224, Linda.Bond@water.ca.gov
C
C
C*******************************************************************************
C                          File Description
C
C   This data file contains:
C   *the ground surface elevation, 
C   *the number of aquifer layers to be modeled, and
C   *the thickness of each aquifer and corresponding confining layer (if any)
C   at each groundwater node within the model domain.
C
C*******************************************************************************
C                   Stratigraphy Specification Data
C
C   NL;    Number of layers to be modeled
C   FACT;  Conversion factor for elevations and thicknesses in the 
C          stratigraphic data 
C-------------------------------------------------------------------------------
C   VALUE                         DESCRIPTION
C-------------------------------------------------------------------------------
     9                             /NL
     1                             /FACT
C-------------------------------------------------------------------------------
C*******************************************************************************
C                         Stratigraphy Data
C
C  *The stratigraphy data represents the geology that deals with the origin, 
C   composition, distribution and succession of groundwater layers.
C
C  *Each groundwater layer is specified as an aquifer and aquiclude or aquitard. 
C   If there is no aquiclude or aquitard within the layer, specify a thickness
C   of zero
C
C  *The stratigraphy data includes the ground surface elevation, as well as the 
C   thickness of the aquifer, aquitard, or aquiclude at each groundwater node
C
C   ID;      Groundwater node
C   ELV;     Ground surface elevation with respect to a common datum; [L]
C   W(1);    Thickness of aquiclude in Layer 1; [L]
C   W(2);    Thickness of aquifer in Layer 1; [L]
C   W(3);    Thickness of aquiclude in Layer 2; [L]
C   W(4);    Thickness of aquifer in Layer 2; [L]
C   W(5);    Thickness of aquiclude in Layer 3; [L]
C   W(6);    Thickness of aquifer in Layer 3; [L]
C
C------------------------------------------------------------------------------
C   NodeID       GSE        A1        L1        A2        L2        A3        L3        A4        L4        A5        L5        A6        L6        A7        L7        A8      L8      A9        L9
C------------------------------------------------------------------------------
	1	719.95	0.00	35.00	0.00	35.00	0.00	40.00	0.00	10.20	0.00	16.79	0.00	22.53	0.00	28.06	0.00	39.32	0.00	95.65
	2	763.79	0.00	35.00	0.00	35.00	0.00	40.00	0.00	11.14	0.00	18.34	0.00	24.61	0.00	30.65	0.00	42.95	0.00	104.48
	3	682.76	0.00	35.00	0.00	35.00	0.00	40.00	0.00	11.07	0.00	18.21	0.00	24.44	0.00	30.43	0.00	42.65	0.00	103.75
	4	640.18	0.00	35.00	0.00	35.00	0.00	40.00	0.00	10.27	0.00	16.90	0.00	22.67	0.00	28.24	0.00	39.57	0.00	96.26
	5	713.46	0.00	35.00	0.00	35.00	0.00	40.00	0.00	13.96	0.00	22.98	0.00	30.83	0.00	38.39	0.00	53.80	0.00	130.87
	6	803.88	0.00	35.00	0.00	35.00	0.00	40.00	0.00	13.38	0.00	22.02	0.00	29.55	0.00	36.80	0.00	51.57	0.00	125.44
	7	681.87	0.00	35.00	0.00	35.00	0.00	40.00	0.00	13.79	0.00	22.70	0.00	30.45	0.00	37.92	0.00	53.15	0.00	129.29
	8	629.29	0.00	35.00	0.00	35.00	0.00	40.00	0.00	12.31	0.00	20.26	0.00	27.18	0.00	33.85	0.00	47.44	0.00	115.40
	9	640.24	0.00	35.00	0.00	35.00	0.00	40.00	0.00	13.60	0.00	22.38	0.00	30.03	0.00	37.39	0.00	52.41	0.00	127.48
	10	648.2	0.00	35.00	0.00	35.00	0.00	40.00	0.00	14.39	0.00	23.69	0.00	31.79	0.00	39.58	0.00	55.48	0.00	134.94
	11	681.12	0.00	35.00	0.00	35.00	0.00	40.00	0.00	16.02	0.00	26.37	0.00	35.38	0.00	44.05	0.00	61.74	0.00	150.19
	12	653.35	0.00	35.00	0.00	35.00	0.00	40.00	0.00	10.44	0.00	17.19	0.00	23.06	0.00	28.72	0.00	40.25	0.00	97.92
	13	616.94	0.00	35.00	0.00	35.00	0.00	40.00	0.00	12.82	0.00	21.10	0.00	28.31	0.00	35.25	0.00	49.40	0.00	120.16
	14	644.41	0.00	35.00	0.00	35.00	0.00	40.00	0.00	15.71	0.00	25.86	0.00	34.70	0.00	43.21	0.00	60.56	0.00	147.30
	15	588.1	0.00	35.00	0.00	35.00	0.00	40.00	0.00	13.18	0.00	21.69	0.00	29.11	0.00	36.25	0.00	50.80	0.00	123.57
	16	658.21	0.00	35.00	0.00	35.00	0.00	40.00	0.00	17.28	0.00	28.44	0.00	38.16	0.00	47.53	0.00	66.61	0.00	162.02
	17	612.63	0.00	35.00	0.00	35.00	0.00	40.00	0.00	17.21	0.00	28.32	0.00	38.00	0.00	47.32	0.00	66.31	0.00	161.31
	18	644.18	0.00	35.00	0.00	35.00	0.00	40.00	0.00	17.37	0.00	28.59	0.00	38.36	0.00	47.77	0.00	66.95	0.00	162.84
	19	682.64	0.00	35.00	0.00	35.00	0.00	40.00	0.00	19.42	0.00	31.97	0.00	42.89	0.00	53.41	0.00	74.86	0.00	182.09
	20	506.75	0.00	35.00	0.00	35.00	0.00	40.00	0.00	10.41	0.00	17.14	0.00	23.00	0.00	28.64	0.00	40.14	0.00	97.63
	21	540.75	0.00	35.00	0.00	35.00	0.00	40.00	0.00	10.00	0.00	15.61	0.00	20.95	0.00	26.08	0.00	36.56	0.00	88.41
	22	598.82	0.00	35.00	0.00	35.00	0.00	40.00	0.00	10.45	0.00	17.20	0.00	23.08	0.00	28.75	0.00	40.29	0.00	97.99
	23	660.09	0.00	35.00	0.00	35.00	0.00	40.00	0.00	15.24	0.00	25.09	0.00	33.66	0.00	41.92	0.00	58.75	0.00	142.90
	24	695.51	0.00	35.00	0.00	35.00	0.00	40.00	0.00	19.14	0.00	31.51	0.00	42.28	0.00	52.65	0.00	73.78	0.00	179.47
	25	631.8	0.00	35.00	0.00	35.00	0.00	40.00	0.00	17.19	0.00	28.30	0.00	37.97	0.00	47.28	0.00	66.26	0.00	161.18
	26	633.93	0.00	35.00	0.00	35.00	0.00	40.00	0.00	18.45	0.00	30.37	0.00	40.75	0.00	50.75	0.00	71.12	0.00	173.01
	27	635.81	0.00	35.00	0.00	35.00	0.00	40.00	0.00	18.87	0.00	31.06	0.00	41.67	0.00	51.89	0.00	72.72	0.00	176.90
	28	619.76	0.00	35.00	0.00	35.00	0.00	40.00	0.00	19.51	0.00	32.10	0.00	43.07	0.00	53.64	0.00	75.18	0.00	182.86
	29	602.43	0.00	35.00	0.00	35.00	0.00	40.00	0.00	16.36	0.00	26.93	0.00	36.14	0.00	45.00	0.00	63.07	0.00	153.41
	30	620.07	0.00	35.00	0.00	35.00	0.00	40.00	0.00	19.23	0.00	31.65	0.00	42.47	0.00	52.88	0.00	74.12	0.00	180.28
